book	source	target	code	source_lang	target_lang
les_miserables	En 1815, M. Charles-François-Bienvenu Myriel était évêque de Digne. C’était un vieillard d’environ soixante-quinze ans ; il occupait le siège de Digne depuis 1806.	W roku 1815 ksiądz Karol Franciszek Benvenuto Myriel był biskupem w Digne. Był to starzec lat około siedemdziesięciu pięciu; piastował tę godność od roku 1806.	fr-pl	fr	pl
les_miserables	Vers l’époque du couronnement, une petite affaire de sa cure, on ne sait plus trop quoi, l’amena à Paris. Entre autres personnes puissantes, il alla solliciter pour ses paroissiens M. le cardinal Fesch. Un jour que l’empereur était venu faire sa visite à son oncle, le digne curé, qui attendait dans l’antichambre, se trouva sur le passage de sa majesté. Napoléon, se voyant regarder avec une certaine curiosité par ce vieillard, se retourna, et dit brusquement : ― Quel est ce bonhomme qui me regarde ? ― Sire, dit M. Myriel, vous regardez un bonhomme, et moi je regarde un grand homme. Chacun de nous peut profiter.	Tuż po koronacji musiał pojechać do Paryża w sprawach parafii, nie wiadomo już nawet jakich. Kołatał tam do różnych możnych osób, poszedł też w interesie swoich parafian do kardynała Fescha. Pewnego razu, kiedy cesarz przyszedł w odwiedziny do swego wuja, zacny proboszcz, oczekujący w przedpokoju, zwrócił na siebie uwagę jego cesarskiej mości. Napoleon, widząc, że starzec przypatruje mu się ciekawie, odwrócił się i rzekł szorstko: – Cóż to za poczciwina tak mi się przygląda? – Najjaśniejszy panie – rzekł ksiądz Myriel – wasza cesarska mość widzi poczciwego człowieka, a ja wielkiego. Każdy z nas może na tym zyskać.	fr-pl	fr	pl
les_miserables	Quoi qu’il en fût, après neuf ans d’épiscopat et de résidence à Digne, tous ces racontages, sujets de conversation qui occupent dans le premier moment les petites villes et les petites gens, étaient tombés dans un oubli profond. Personne n’eût osé en parler, personne n’eût osé s’en souvenir.	Jakkolwiek tam zresztą było, wszystkie te bałamuctwa – przedmiot rozmów zajmujący w pierwszej chwili małe miasteczka i małych ludzi – po dziewięciu latach rezydencji, na biskupstwie w Digne zostały zupełnie zapomniane. Nikt nie śmiałby ich powtórzyć, nikt nie śmiałby nawet przypomnieć ich sobie.	fr-pl	fr	pl
les_miserables	Ils avaient pour tout domestique une servante du même âge que mademoiselle Baptistine, et appelée madame Magloire, laquelle, après avoir été la servante de M. le curé, prenait maintenant le double titre de femme de chambre de mademoiselle et femme de charge de monseigneur.	Służącą mieli jedną tylko, w wieku panny Baptystyny. Pani Magloire – bo tak się nazywała – przedtem była gospodynią proboszcza, teraz używała podwójnego tytułu: pokojowej siostry biskupa i gospodyni jego ekscelencji.	fr-pl	fr	pl
the_little_prince	Il me fallut longtemps pour comprendre d’où il venait. Le petit prince, qui me posait beaucoup de questions, ne semblait jamais entendre les miennes. Ce sont des mots prononcés par hasard qui, peu à peu, m’ont tout révélé. Ainsi, quand il aperçut pour la première fois mon avion (je ne dessinerai pas mon avion, c’est un dessin beaucoup trop compliqué pour moi) il me demanda : — Qu’est ce que c’est que cette chose-là ?	Dużo czasu upłynęło, zanim zrozumiałem, skąd przybył. Mały Książę, choć sam zadawał mi wiele pytań udawał, że moich nie słyszy dopiero z wypowiedzianych przypadkowo słów poznałem jego historię. Kiedy po raz pierwszy ujrzał mój samolot (nie narysuję mego samolotu, ponieważ jest to rysunek zbyt trudny), zapytał: - Co to za przedmiot?	fr-pl	fr	pl
the_valley_of_fear	"Exactly, my dear Watson! Hence the extreme importance of Porlock. Led on by some rudimentary aspirations towards right, and encouraged by the judicious stimulation of an occasional ten–pound note sent to him by devious methods, he has once or twice given me advance information which has been of value—that highest value which anticipates and prevents rather than avenges crime. I cannot doubt that, if we had the cipher, we should find that this communication is of the nature that I indicate."	— Słusznie, mój drogi. Stąd Porlock jest aż tak ważny. Pod wpływem jakiejś szczątkowej inklinacji do praworządności, zachęcony namacalną podnietą w postaci przesłanego mu czasem skrycie dziesięciofuntowego banknotu, raz czy dwa dostarczył mi bardzo cennej wiadomości… wiadomości najwyższej wagi, takiej, co zapobiega zbrodni i uprzedza ją, zamiast służyć zemście. Nie wątpię, że gdybyśmy znali szyfr, doszlibyśmy do wniosku, że i ta informacja jest podobnego gatunku.	en-pl	en	pl
the_valley_of_fear	At three in the morning the chief Sussex detective, obeying the urgent call from Sergeant Wilson of Birlstone, arrived from headquarters in a light dog–cart behind a breathless trotter. By the five–forty train in the morning he had sent his message to Scotland Yard, and he was at the Birlstone station at twelve o'clock to welcome us. White Mason was a quiet, comfortable–looking person in a loose tweed suit, with a clean–shaved, ruddy face, a stoutish body, and powerful bandy legs adorned with gaiters, looking like a small farmer, a retired gamekeeper, or anything upon earth except a very favourable specimen of the provincial criminal officer.	Na naglące wezwanie sierżanta Wilsona główny detektyw policji okręgu Sussex przypędził do Birlstone o trzeciej nad ranem w powoziku zaprzężonym w kłusaka, z którego o mało tchu nie wyparł. Pociągiem odchodzącym o piątej czterdzieści wysłał swój pierwszy raport do Scotland Yardu, a o dwunastej w południe czekał na nas na stacji w Birlstone. Był to człowiek opanowany, spokojny, w luźnym tweedowym garniturze, rumiany, gładko wygolony, dość tęgi, o grubych, pałąkowatych nogach przybranych w getry. Przypominał drobnego farmera, gajowego na emeryturze, słowem wszystko, co chcecie — tylko nie wielce obiecującego specjalistę z prowincjonalnej policji kryminalnej.	en-pl	en	pl
the_valley_of_fear	I followed him with a dour face. Very clearly I could see in my mind's eye that shattered figure on the floor. Here within a few hours of the tragedy were his wife and his nearest friend laughing together behind a bush in the garden which had been his. I greeted the lady with reserve. I had grieved with her grief in the dining–room. Now I met her appealing gaze with an unresponsive eye.	Szedłem za nim z kwaśną miną. Zbyt wyraźnie widziałem jeszcze zmasakrowane zwłoki rozciągnięte na podłodze. Tu zaś, za żywopłotem ogrodu, który należał do tego nieszczęśnika, jego żona i serdeczny przyjaciel śmiali się beztrosko. Z największą rezerwą przywitałem panią Douglas. W jadalni głęboko jej współczułem w cierpieniu. Teraz obojętnym spojrzeniem odpowiedziałem na jej błagalny wzrok.	en-pl	en	pl
the_valley_of_fear	"Still on the track of the elusive bicyclist?" Holmes asked cheerfully. "What is the latest news of the ruffian?" MacDonald pointed ruefully to his heap of correspondence. "He is at present reported from Leicester, Nottingham, Southampton, Derby, East Ham, Richmond, and fourteen other places. In three of them—East Ham, Leicester, and Liverpool—there is a clear case against him, and he has actually been arrested. The country seems to be full of the fugitives with yellow coats."	— Ciągle szukacie panowie zaginionego rowerzysty? — pogodnie zapytał Holmes. — Cóż meldują o tym brutalu? MacDonald z posępną miną wskazał na stos korespondencji. — Donoszą o nim z Leicester, Nottingham, Southampton, Derby, East Ham, Richmond i z czternastu innych miejscowości. W trzech — East Ham, Leicester i Liverpool — rozpoznano go bezapelacyjnie i aresztowano. Cała Anglia pełna jest zbiegów w piaskowych paltach.	en-pl	en	pl
the_valley_of_fear	"Hullo, mate!" said he. "You seem heeled and ready." The young man smiled with an air of embarrassment. "Yes," said he, "we need them sometimes in the place I come from." "And where may that be?" "I'm last from Chicago." "A stranger in these parts?" "Yes." "You may find you need it here," said the workman. "Ah! is that so?" The young man seemed interested. "Have you heard nothing of doings hereabouts?" "Nothing out of the way."	— Oho, przyjacielu — rzekł. — Widzę, żeś się dobrze uzbroił i przygotował. Młodzieniec uśmiechnął się zaambarasowany. — Tak — odparł. — Czasem bywał nam potrzebny, tam, skąd przybywam. — A skąd to? — Ostatnio z Chicago. — Po raz pierwszy jesteś w tych stronach? — Tak. — Tu też się przyda — zawyrokował robotnik. — Doprawdy? — wyraźnie zainteresował się młodzieniec. — To nie słyszałeś, co się tu dzieje? — Nic niepokojącego.	en-pl	en	pl
war_and_peace	Быть энтузиасткой сделалось ее общественным положением, и иногда, когда ей даже того не хотелось, она, чтобы не обмануть ожиданий людей, знавших ее, делалась энтузиасткой. Сдержанная улыбка, игравшая постоянно на лице Анны Павловны, хотя и не шла к ее отжившим чертам, выражала, как у избалованных детей, постоянное сознание своего милого недостатка, от которого она не хочет, не может и не находит нужным исправляться.	Być entuzjastką stało się jej pozycją społeczną i niekiedy, nawet wcale tego nie chcąc, robiła z siebie entuzjastkę, aby nie zawieść oczekiwań ludzi, którzy ją znali. Powściągliwy uśmiech, igrający stale na twarzy Anny Pawłowny, mimo iż nie pasował do jej zużytych ry- sów, wyrażał, jak to bywa u rozpieszczonych dzieci, stałą świadomość własnej miłej wady, z której nie chcemy, nie możemy i nie uważamy za stosowne poprawić się.	ru-pl	ru	pl
war_and_peace	— Вы не знаете аббата Морио? он очень интересный человек… — сказала она. — Да, я слышал про его план вечного мира, и это очень интересно, но едва ли возможно… — Вы думаете?… — сказала Анна Павловна, чтобы сказать что-нибудь и вновь обратиться к своим занятиям хозяйки дома, но Пьер сделал обратную неучтивость. Прежде он, не дослушав слов собеседницы, ушел; теперь он остановил своим разговором собеседницу, которой нужно было от него уйти. Он, нагнув голову и расставив большие ноги, стал доказывать Анне Павловне, почему он полагал, что план аббата был химера.	– Nie zna pan księdza Morio? To bardzo interesujący człowiek... – powiedziała. – Tak, słyszałem o jego projekcie wieczystego pokoju, to bardzo ciekawe, ale bodaj czy możliwe... – Tak pan sądzi?... – odrzekła Anna Pawłowna, byleby coś powiedzieć i móc znowu wrócić do swych obowiązków pani domu. Ale Pierre popełnił nietakt odwrotny. Przedtem opuścił rozmówczynię nie wysłuchawszy jej słów, teraz zaś zatrzymał swą rozmową interlokutorkę, która powinna była od niego odejść. Pochyliwszy głowę i rozstawiwszy długie nogi zaczął dowodzić Annie Pawłownie, dlaczego sądzi, że projekt l'abbe jest chimerą.	ru-pl	ru	pl
war_and_peace	Вечер Анны Павловны был пущен. Веретена с разных сторон равномерно и не умолкая шумели. Кроме ma tante, около которой сидела только одна пожилая дама с исплаканным, худым лицом, несколько чужая в этом блестящем обществе, общество разбилось на три кружка. В одном, более мужском, центром был аббат; в другом, молодом, красавица-княжна Элен, дочь князя Василия, и хорошенькая, румяная, слишком полная по своей молодости, маленькая княгиня Болконская. В третьем Мортемар и Анна Павловна.	Wieczór u Anny Pawłowny został wprawiony w ruch. Wrzeciona furkotały – równomiernie i bez przerwy – w różnych stronach. Prócz ma tante, przy której siedziała tylko pewna starsza dama z wypłakaną chudą twarzą, nieco obca w tym świetnym towarzystwie, towarzystwo rozdzieliło się na trzy kółka. Centrum jednego z nich, bardziej męskiego, stanowił l'abbe, drugiego – młodego – piękna księżniczka Hélène córka księcia Wasilia, oraz ładniutka, rumiana, zbyt pełna jak na swój młody wiek, mała księżna Bołkońska; trzeciego – Mortemart i Anna Pawłowna.	ru-pl	ru	pl
war_and_peace	Анна Павловна улыбнулась и обещалась заняться Пьером, который, она знала, приходился родня по отцу князю Василью. Пожилая дама, сидевшая прежде с ma tante, торопливо встала и догнала князя Василья в передней. С лица ее исчезла вся прежняя притворность интереса. Доброе, исплаканное лицо ее выражало только беспокойство и страх.	Anna Pawłowna uśmiechnęła się i przyrzekła zająć się Pierre'em, który, jak wiedziała, był ze strony ojca krewnym księcia Wasilia. Niemłoda pani, która przedtem siedziała z ma tante, wstała pośpiesznie i dogoniła księcia w przedpokoju. Z twarzy jej zniknęło poprzednie sztuczne zaciekawienie. Jej dobra, stroskana twarz wyrażała tylko niepokój i obawę.	ru-pl	ru	pl
war_and_peace	Так говорила в июле 1805 года известная Анна Павловна Шерер, фрейлина и приближенная императрицы Марии Феодоровны, встречая важного и чиновного князя Василия, первого приехавшего на ее вечер. Анна Павловна кашляла несколько дней, у нее был грипп, как она говорила (грипп был тогда новое слово, употреблявшееся только редкими). В записочках, разосланных утром с красным лакеем, было написано без различия во всех:	Mówiła tak w lipcu 1805 r. znana powszechnie Anna Pawłowna Scherer, dama dworu i zaufana cesarzowej Marii Fiodorowny, witając znacznego dygnitarza księcia Wasilia, który pierwszy przybył na jej wieczór. Anna Pawłowna kaszlała od kilku dni, miała grypę, jak powiadała (grypa była wówczas nowym słowem, rzadko używanym). W bilecikach wysłanych rano przez lokaja w czerwieni było napisane do wszystkich bez różnicy:	ru-pl	ru	pl
war_with_newts	"Sorry, Captain," řekl konečně kříženec mezi Kubu a Portugalcem, "ale tady, na Tana Masa, žádné mušle nerostou. Ti špinaví Batakové," děl s nesmírnou ošklivostí, "žerou i medúzy, jsou víc ve vodě než na zemi, ženské tu smrdí rybinou, to si nemůžete představit - co jsem to chtěl říci? Aha, vy jste se ptal na ženské." "A není tu někde kousek břehu," ptal se kapitán, "kde tihle Batakové nelezou do vody?" Kříženec mezi Kubu a Portugalcem vrtěl hlavou. "Není, pane. Leda Devil Bay, ale to pro vás nic není." "Proč?" "Protože... tam nikdo nesmí, pane. Mám vám nalít, kapitáne?" "Thanks. Jsou tam žraloci?" "Žraloci a vůbec," mumlal kříženec. "Špatné místo, pane. Batakové by neradi viděli, kdyby tam někdo lezl."	— Sorry, Captain* — rzekł wreszcie mieszaniec — ale tutaj, na Tana Masa, żadnych muszli nie ma. Te brudasy Batakowie — mówił dalej z odrazą — jadają nawet i meduzy. Więcej to siedzi w wodzie niż na ziemi. A kobiety śmierdzą rybami, niech pan sobie wyobrazi… Aha, co to ja jeszcze miałem powiedzieć? No, tak… Pan pytał o kobiety. — A nie ma tu nigdzie kawałka brzegu, gdzieby Batakowie nie włazili do wody? — pytał dalej kapitan. Mieszaniec Portugalczyka i Kubanki pokręcił głową: — Nie ma, panie. Chyba Devil Bay, Zatoka Diabelska, ale to nie dla pana. — Dlaczego?… — Dlatego… że tam nikt nie pójdzie, panie. Nalać panu, kapitanie? — Thanks*. Co tam takiego? Rekiny? — Rekiny… i w ogóle… — mruknął mieszaniec. — To niedobre miejsce, panie. Batakowie niechętnie by widzieli, gdyby tam kto łaził.	cs-pl	cs	pl
war_with_newts	"To jsou černošské pověry," prohlásil kapitán s žoviální převahou vzdělaného muže. "Vědecky je to nesmysl. Čert přece nemůže žít ve vodě. Co by tam dělal? Nesmíš dát na tlachy domorodců, hochu. Někdo dal tomu zálivu jméno Čertův záliv, a od té doby se ho Batakové bojí. Tak je to," děl kapitán a uhodil tlustou dlaní do stolu. "Nic tam není, chlapče, to je přece vědecky jasné."	— Et, takie tam murzyńskie zabobony! — oburzył się kapitan z dobroduszną wyższością człowieka wykształconego. — Z naukowego punktu widzenia to absurd. Przecież diabeł nie może żyć w wodzie. Bo co by tam robił? A ty nie zwracaj uwagi na bajdy tubylców, chłopcze. Ktoś nazwał tę zatokę Zatoką Diabelską i od tego czasu Batakowie się jej boją. I stąd cała historia — zakończył kapitan uderzając tłustą dłonią w stół. — Nic tam nie ma, chłopcze. To sprawa zupełnie jasna.	cs-pl	cs	pl
